"Dimensions.Height","Dimensions.Length","Dimensions.Width"
"229","232","26"
"229","232","26"
"195","109","158"
"195","109","158"
"195","109","158"
"195","109","158"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","242","219"
"190","242","219"
"190","242","219"
"190","242","219"
"190","153","219"
"190","153","219"
"190","153","219"
"190","153","219"
"252","142","212"
"252","142","212"
"252","142","212"
"252","142","212"
"252","142","212"
"252","142","212"
"252","142","212"
"252","142","212"
"252","142","212"
"190","153","219"
"190","153","219"
"190","153","219"
"190","153","219"
"252","142","212"
"11","142","212"
"252","142","212"
"11","142","212"
"252","142","212"
"11","142","212"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","237","219"
"190","242","219"
"190","242","219"
"190","242","219"
"190","242","219"
"180","159","234"
"180","159","234"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"57","48","79"
"79","232","214"
"79","232","214"
"79","232","214"
"79","232","214"
"94","2","216"
"94","2","216"
"94","2","216"
"94","2","216"
"11","240","201"
"11","240","201"
"54","240","201"
"54","240","201"
"54","240","201"
"54","240","201"
"54","240","201"
"54","240","201"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"193","12","49"
"191","39","191"
"196","173","209"
"196","173","209"
"191","39","191"
"196","39","191"
"196","173","209"
"218","95","201"
"221","247","201"
"221","247","201"
"218","95","201"
"150","22","234"
"23","134","107"
"23","134","107"
"23","134","107"
"115","251","135"
"115","251","135"
"115","251","135"
"150","22","234"
"150","22","234"
"221","2","52"
"221","2","52"
"221","2","52"
"221","2","52"
"221","2","52"
"221","2","52"
"221","2","52"
"221","2","52"
"221","2","52"
"221","2","52"
"115","251","135"
"115","251","135"
"142","251","135"
"165","22","234"
"221","81","52"
"183","132","52"
"183","132","52"
"183","132","52"
"183","132","52"
"183","132","52"
"228","66","13"
"254","63","212"
"254","63","212"
"254","63","212"
"165","22","234"
"254","63","212"
"254","63","212"
"254","63","212"
"254","63","212"
"254","63","212"
"254","63","212"
"23","134","107"
"23","134","107"
"23","134","107"
"23","134","107"
"170","158","131"
"170","158","131"
"170","158","131"
"94","223","62"
"228","66","13"
"244","66","13"
"228","66","13"
"244","66","13"
"170","158","131"
"170","158","131"
"170","158","131"
"221","81","13"
"233","81","13"
"221","81","13"
"233","81","13"
"74","192","113"
"74","192","113"
"74","192","113"
"74","192","113"
"221","81","52"
"233","81","52"
"221","81","52"
"233","81","52"
"183","132","52"
"183","132","52"
"183","132","52"
"183","132","52"
"183","132","52"
"183","132","52"
"183","132","52"
"183","132","52"
"181","125","209"
"181","125","209"
"181","125","209"
"181","125","209"
"181","245","209"
"181","245","209"
"181","245","209"
"181","245","209"
"181","125","209"
"181","125","209"
"181","125","209"
"181","125","209"
"181","125","209"
"181","125","209"
"181","125","209"
"181","125","209"
"203","213","113"
"203","213","113"
"203","213","113"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"190","55","46"
"198","219","100"
"198","219","100"
"198","219","100"
"186","219","100"
"198","219","100"
"198","219","100"
"198","219","100"
"198","219","100"
"198","219","100"
"9","211","133"
"9","211","133"
"27","211","133"
"27","211","133"
"9","211","133"
"168","125","209"
"168","125","209"
"168","245","209"
"168","245","209"
"168","125","209"
"168","125","209"
"168","245","209"
"168","245","209"
"168","125","209"
"168","125","209"
"168","245","209"
"168","245","209"
"168","125","209"
"168","125","209"
"168","245","209"
"168","245","209"
"168","125","209"
"168","125","209"
"168","245","209"
"168","245","209"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"230","155","183"
"230","155","183"
"230","155","183"
"230","155","183"
"230","155","183"
"230","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"220","155","183"
"230","155","183"
"230","155","183"
"230","155","183"
"230","155","183"
"61","108","234"
"61","108","234"
"61","108","234"
"61","108","234"
"61","108","234"
"172","164","236"
"172","164","236"
"188","164","236"
"61","108","234"
"61","108","234"
"61","108","234"
"61","108","234"
"61","108","234"
"74","192","113"
"74","192","113"
"74","192","113"
"74","192","113"
"244","241","158"
"244","241","158"
"148","162","49"
"148","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"244","241","158"
"244","241","158"
"139","242","3"
"244","241","158"
"244","241","158"
"168","155","222"
"148","162","49"
"148","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"244","241","158"
"244","241","158"
"180","204","153"
"180","204","153"
"222","235","3"
"222","235","3"
"222","235","3"
"222","235","3"
"222","237","3"
"222","237","3"
"222","237","3"
"222","237","3"
"222","237","3"
"222","237","3"
"222","237","3"
"222","237","3"
"189","155","222"
"168","155","222"
"162","8","171"
"189","155","222"
"168","155","222"
"189","155","222"
"20","109","16"
"30","109","16"
"20","109","16"
"30","109","16"
"30","109","16"
"20","125","59"
"20","109","16"
"20","83","60"
"119","47","59"
"119","47","59"
"168","155","222"
"189","155","222"
"168","155","222"
"189","155","222"
"188","90","13"
"188","90","13"
"188","90","13"
"188","90","13"
"188","90","13"
"247","90","13"
"247","90","13"
"247","90","13"
"247","90","13"
"168","155","222"
"189","155","222"
"188","90","13"
"188","90","13"
"188","90","13"
"188","90","13"
"188","90","13"
"247","90","13"
"247","90","13"
"247","90","13"
"247","90","13"
"180","204","153"
"180","204","153"
"228","58","158"
"228","58","158"
"228","58","158"
"20","125","60"
"30","109","16"
"20","109","16"
"20","109","16"
"30","109","16"
"20","83","60"
"27","211","133"
"9","211","133"
"9","211","133"
"9","211","133"
"27","211","133"
"189","31","207"
"189","31","207"
"189","31","207"
"189","31","207"
"189","31","207"
"128","179","107"
"128","179","107"
"128","179","107"
"128","179","107"
"128","179","107"
"128","179","107"
"120","52","224"
"120","52","224"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"57","233","194"
"112","22","181"
"112","22","181"
"112","22","206"
"112","22","181"
"148","98","57"
"112","22","181"
"148","98","57"
"112","140","181"
"112","140","181"
"112","140","206"
"112","140","206"
"112","140","181"
"148","98","57"
"112","140","206"
"148","98","57"
"112","22","181"
"112","22","181"
"112","22","206"
"112","22","206"
"112","22","181"
"148","98","57"
"112","22","206"
"148","98","57"
"112","140","181"
"112","140","181"
"112","140","206"
"112","140","206"
"112","140","181"
"112","140","181"
"112","140","206"
"112","22","181"
"112","140","181"
"112","140","181"
"112","140","206"
"112","140","206"
"112","140","181"
"148","98","57"
"127","22","181"
"148","98","57"
"112","140","181"
"112","140","206"
"112","140","181"
"112","140","206"
"112","140","181"
"112","140","206"
"112","140","181"
"112","140","206"
"112","22","206"
"119","47","59"
"119","47","59"
"11","240","201"
"11","240","201"
"54","240","201"
"54","240","201"
"54","240","201"
"54","240","201"
"54","240","201"
"228","58","158"
"228","58","158"
"228","89","158"
"228","89","158"
"193","177","118"
"193","177","118"
"193","177","118"
"224","177","118"
"224","177","118"
"224","177","118"
"224","177","118"
"224","177","118"
"22","24","161"
"22","24","161"
"214","24","161"
"214","24","161"
"22","24","161"
"120","52","224"
"120","52","224"
"120","52","224"
"120","52","224"
"120","52","224"
"120","52","224"
"224","162","49"
"120","52","224"
"156","23","42"
"186","23","42"
"186","23","42"
"186","23","42"
"119","47","59"
"119","65","59"
"172","141","236"
"172","141","236"
"188","141","236"
"172","141","236"
"94","223","62"
"172","164","236"
"188","164","236"
"172","164","236"
"200","210","110"
"200","94","110"
"200","94","110"
"200","210","110"
"200","94","110"
"200","94","110"
"200","210","110"
"148","162","49"
"148","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"224","162","49"
"200","210","110"
"200","94","110"
"200","94","110"
"200","94","110"
"200","210","110"
"200","210","110"
"200","94","110"
"200","94","110"
"166","23","42"
"156","23","42"
"156","23","42"
"156","23","42"
"156","23","42"
"229","23","42"
"156","23","42"
"200","210","110"
"200","94","110"
"255","192","65"
"255","192","65"
"255","192","65"
"255","192","65"
"255","192","65"
"200","210","110"
"255","192","65"
"213","104","110"
"213","104","110"
"203","221","110"
"203","221","110"
"150","6","28"
"239","192","64"
"239","192","64"
"239","192","64"
"239","192","64"
"239","192","64"
"239","192","64"
"239","192","64"
"239","192","64"
"239","192","64"
"239","192","64"
"77","60","219"
"77","60","219"
"77","60","219"
"111","42","31"
"111","42","31"
"124","42","31"
"114","57","31"
"114","93","31"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"148","98","57"
"255","192","65"
"255","192","65"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"30","108","16"
"20","108","16"
"20","126","59"
"30","108","16"
"20","108","16"
"20","108","59"
"30","108","59"
"161","10","214"
"161","10","214"
"163","10","214"
"161","10","214"
"161","10","214"
"163","10","214"
"111","42","31"
"111","42","31"
"124","42","31"
"114","42","31"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"114","93","31"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"184","135","209"
"206","135","209"
"128","170","237"
"128","170","237"
"197","3","202"
"197","3","202"
"119","27","78"
"119","27","78"
"119","27","78"
"119","27","78"
"111","7","11"
"60","23","203"
"60","23","203"
"111","7","11"
"175","109","55"
"175","109","55"
"172","101","88"
"172","101","88"
"172","101","88"
"132","9","24"
"132","9","24"
"172","101","88"
"172","101","88"
"172","101","88"
"167","230","24"
"167","230","24"
"22","60","219"
"77","60","219"
"77","60","219"
"77","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"231","214","254"
"160","107","48"
"160","107","48"
"160","107","48"
"231","214","254"
"160","107","48"
"160","107","48"
"160","107","48"
"190","197","48"
"24","60","224"
"24","60","224"
"24","60","224"
"161","10","214"
"161","10","214"
"161","10","217"
"161","10","217"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"30","108","16"
"30","108","16"
"20","126","59"
"20","108","16"
"30","108","16"
"77","60","219"
"77","60","219"
"77","60","219"
"77","60","219"
"12","19","8"
"207","244","8"
"12","19","8"
"210","108","118"
"185","108","118"
"12","19","8"
"12","19","8"
"175","238","146"
"175","238","146"
"165","238","146"
"175","238","146"
"175","238","146"
"158","187","138"
"158","187","138"
"163","190","138"
"140","187","166"
"140","187","166"
"163","190","138"
"163","190","138"
"163","190","138"
"231","214","254"
"22","60","219"
"22","60","219"
"22","60","219"
"22","60","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"51","131","219"
"51","131","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"66","123","219"
"20","83","60"
"23","24","8"
"5","249","8"
"25","24","8"
"23","24","8"
"25","24","8"
"210","226","59"
"210","226","59"
"210","226","59"
"210","226","59"
"210","226","59"
"210","226","59"
"163","207","244"
"163","207","244"
"137","207","244"
"163","207","244"
"163","207","244"
"163","207","244"
"210","226","59"
"210","226","59"
"210","226","59"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"231","5","214"
"148","148","19"
"148","148","19"
"158","148","19"
"148","148","19"
"158","148","19"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"223","137","64"
"158","148","19"
"158","148","19"
"158","148","19"
"158","148","19"
"158","148","19"
"158","148","19"
"158","148","19"
"158","148","19"
"158","148","19"
"22","60","219"
"22","60","219"
"201","33","219"
"201","33","219"
"201","33","219"
"201","33","219"
"201","33","219"
"55","56","219"
"55","56","219"
"77","60","219"
"77","60","219"
"77","60","219"
"22","60","219"
"22","60","219"
"74","70","240"
"34","56","219"
"22","60","219"
"74","70","240"
"55","56","219"
"137","207","244"
"163","207","244"
"211","13","166"
"242","13","166"
"242","13","166"
"242","13","166"
"24","60","224"
"24","60","224"
"24","60","224"
"24","60","224"
"200","42","29"
"190","42","29"
"24","60","224"
"24","60","224"
"200","42","29"
"200","42","29"
"200","42","29"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"157","37","244"
"8","138","193"
"8","193","8"
"8","138","193"
"43","39","219"
"33","18","219"
"33","18","219"
"8","138","193"
"8","159","193"
"8","138","193"
"170","37","8"
"170","37","8"
"170","37","8"
"249","80","8"
"249","80","8"
"170","37","8"
"249","80","8"
"249","80","8"
"163","207","244"
"137","207","244"
"163","207","244"
"137","207","244"
"163","207","244"
"163","207","244"
"163","207","244"
"150","6","28"
"155","235","29"
"144","235","29"
"144","235","29"
"195","227","203"
"195","227","203"
"195","227","203"
"195","227","203"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"193","41","82"
"203","223","64"
"203","223","64"
"246","102","83"
"246","102","83"
"170","37","8"
"170","37","8"
"170","37","8"
"170","37","8"
"170","37","8"
"170","37","8"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"224","212","146"
"170","37","8"
"170","37","8"
"246","102","83"
"246","102","83"
"195","227","203"
"195","227","3"
"195","227","203"
"195","227","203"
"195","227","203"
"195","227","203"
"195","227","3"
"195","227","203"
"195","227","203"
"214","167","52"
"214","167","52"
"214","167","52"
"214","167","52"
"214","167","52"
"214","167","52"
"214","167","52"
"214","167","52"
"158","91","69"
"5","115","59"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"19","120","64"
"203","146","212"
"203","146","212"
"203","146","212"
"203","146","115"
"95","220","229"
"95","220","229"
"95","220","229"
"95","220","123"
"244","141","46"
"244","141","46"
"13","141","46"
"13","141","46"
"13","141","46"
"85","109","242"
"85","109","242"
"85","109","242"
"85","109","242"
"85","109","242"
"99","14","77"
"99","4","77"
"69","4","77"
"69","14","77"
"99","4","77"
"190","83","49"
"190","83","49"
"114","58","24"
"63","38","163"
"252","167","209"
"252","167","209"
"252","167","209"
"205","58","24"
"205","58","24"
"205","58","24"
"247","174","140"
"247","174","140"
"218","233","16"
"218","233","16"
"252","167","209"
"216","63","8"
"216","63","8"
"249","80","8"
"216","63","8"
"216","63","8"
"249","80","8"
"134","67","3"
"134","67","3"
"134","67","3"
"134","67","3"
"134","67","3"
"134","67","3"
"134","67","219"
"134","67","219"
"246","102","83"
"246","102","83"
"134","67","219"
"134","67","219"
"246","102","83"
"20","103","87"
"249","80","8"
"216","63","8"
"216","63","8"
"249","80","8"
"216","63","8"
"127","139","148"
"127","139","148"
"127","144","148"
"127","144","148"
"127","144","148"
"127","139","148"
"127","139","148"
"127","144","148"
"127","144","148"
"127","144","148"
"127","114","148"
"127","114","148"
"127","129","148"
"127","129","148"
"127","129","148"
"134","139","148"
"134","139","148"
"134","144","148"
"134","144","148"
"134","144","148"
"134","139","148"
"134","139","148"
"134","144","148"
"134","144","148"
"134","144","148"
"127","114","148"
"127","114","148"
"127","129","148"
"127","129","148"
"127","129","148"
"167","3","102"
"167","127","102"
"167","3","102"
"167","127","102"
"167","3","102"
"167","127","102"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"218","233","16"
"144","119","148"
"144","119","148"
"152","119","148"
"152","119","148"
"152","119","148"
"9","112","113"
"9","112","113"
"144","119","148"
"144","119","148"
"152","119","148"
"152","119","148"
"152","119","148"
"147","99","148"
"147","99","148"
"152","117","148"
"152","117","148"
"152","117","148"
"80","155","137"
"80","155","137"
"203","5","49"
"203","5","49"
"203","5","49"
"203","5","49"
"48","184","100"
"48","184","100"
"40","184","100"
"40","184","100"
"40","184","100"
"203","180","113"
"205","180","113"
"205","180","113"
"223","180","113"
"48","184","100"
"48","184","100"
"195","227","203"
"195","227","203"
"195","227","203"
"40","184","100"
"40","184","100"
"180","96","85"
"180","96","85"
"180","96","85"
"180","96","85"
"127","62","221"
"127","62","221"
"160","62","221"
"127","62","221"
"127","62","221"
"160","62","221"
"127","62","221"
"160","62","221"
"127","62","221"
"160","62","221"
"203","134","90"
"203","134","90"
"203","134","90"
"203","134","90"
"203","134","90"
"203","134","90"
"203","134","90"
"203","134","90"
"203","134","90"
"190","134","90"
"188","31","206"
"188","31","206"
"188","31","206"
"214","23","161"
"214","23","161"
"214","23","161"
"214","23","161"
"180","96","85"
"180","96","85"
"180","96","85"
"180","96","85"
"132","57","219"
"132","57","219"
"132","57","219"
"132","57","219"
"132","57","219"
"132","57","219"
"132","57","219"
"132","57","219"
"93","200","183"
"93","200","183"
"93","200","183"
"93","200","183"
"93","200","183"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"197","244","57"
"26","11","252"
"26","11","252"
"26","13","252"
"26","13","252"
"26","13","252"
"26","13","252"
"26","11","252"
"26","11","252"
"26","13","252"
"26","13","252"
"26","13","252"
"26","13","252"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"170","7","249"
"134","213","191"
"134","213","191"
"146","200","183"
"144","200","191"
"134","213","191"
"236","44","198"
"236","44","198"
"236","44","198"
"236","44","198"
"236","44","198"
"236","44","198"
"170","7","249"
"73","17","123"
"73","17","123"
"73","17","123"
"73","17","123"
"73","17","54"
"73","17","123"
"157","233","102"
"157","233","102"
"142","233","102"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"34","41","79"
"8","41","79"
"8","41","79"
"34","41","79"
"34","41","79"
"6","52","85"
"6","52","85"
"6","52","85"
"6","52","85"
"6","52","85"
"6","52","85"
"6","52","85"
"39","52","85"
"39","52","85"
"6","52","85"
"6","52","85"
"39","52","85"
"39","52","85"
"8","41","55"
"8","41","55"
"8","64","55"
"8","64","55"
"8","64","55"
"8","64","55"
"6","57","55"
"6","57","55"
"6","57","55"
"6","75","55"
"6","75","55"
"6","75","55"
"6","75","55"
"6","75","55"
"6","52","85"
"127","22","181"
"181","22","206"
"181","22","206"
"127","22","181"
"181","22","206"
"157","233","102"
"157","233","102"
"157","233","102"
"249","137","184"
"249","137","184"
"16","137","184"
"249","137","184"
"249","137","184"
"16","137","184"
"99","144","148"
"99","144","148"
"104","144","148"
"104","144","148"
"104","175","148"
"150","8","196"
"150","8","196"
"191","98","13"
"191","98","13"
"191","98","13"
"191","98","13"
"242","105","13"
"242","105","13"
"242","105","13"
"242","105","13"
"214","23","161"
"214","23","161"
"96","7","62"
"91","7","62"
"140","217","62"
"140","217","62"
"190","197","29"
"190","197","29"
"190","197","29"
"190","197","29"
"190","197","29"
"190","197","29"
"125","40","90"
"125","40","90"
"19","63","113"
"36","63","113"
"36","63","113"
"236","198","198"
"236","198","198"
"236","198","198"
"236","198","198"
"236","198","198"
"236","198","198"
"236","198","198"
"236","198","198"
"229","245","140"
"229","245","140"
"229","245","140"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"239","245","140"
"239","245","140"
"239","245","140"
"239","245","140"
"239","245","140"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"158","16","217"
"127","22","181"
"127","22","181"
"181","22","206"
"181","22","206"
"127","22","181"
"181","22","206"
"127","140","181"
"127","140","181"
"181","140","206"
"181","140","206"
"127","140","181"
"181","140","206"
"195","62","203"
"195","62","203"
"195","62","3"
"195","62","203"
"195","62","203"
"195","62","3"
"127","140","181"
"127","140","181"
"181","140","206"
"181","140","206"
"127","140","181"
"127","140","181"
"181","140","206"
"181","140","206"
"195","62","203"
"200","62","203"
"195","62","3"
"195","62","203"
"200","62","203"
"195","62","203"
"195","62","3"
"195","62","203"
"127","140","181"
"181","140","206"
"127","140","181"
"181","140","206"
"120","140","181"
"120","140","181"
"120","140","181"
"188","140","206"
"188","140","206"
"120","140","181"
"188","140","206"
"120","140","181"
"188","140","206"
"102","188","224"
"102","188","224"
"102","188","224"
"118","188","224"
"118","188","224"
"102","188","224"
"118","188","224"
"102","188","224"
"118","188","224"
"115","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"130","184","224"
"102","188","224"
"130","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"130","184","224"
"115","184","224"
"130","184","224"
"115","184","224"
"115","184","224"
"77","102","240"
"77","102","240"
"77","102","240"
"82","102","240"
"82","102","240"
"82","102","240"
"77","102","240"
"77","102","240"
"82","102","240"
"82","102","240"
"102","188","224"
"118","188","224"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"153","15","191"
"153","15","191"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"161","10","214"
"153","15","191"
"153","15","191"
"102","10","214"
"107","10","214"
"102","10","214"
"107","10","214"
"10","143","254"
"10","143","254"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"10","145","254"
"10","145","254"
"10","145","254"
"100","6","217"
"100","6","217"
"100","6","217"
"100","6","217"
"100","6","217"
"100","6","217"
"142","220","113"
"142","220","113"
"142","220","113"
"142","220","113"
"142","220","113"
"74","70","240"
"74","70","240"
"74","70","240"
"82","70","240"
"82","70","240"
"82","70","240"
"74","70","240"
"74","70","240"
"82","70","240"
"82","70","240"
"78","155","92"
"217","33","73"
"217","33","73"
"188","144","69"
"188","144","69"
"188","144","69"
"188","144","69"
"188","144","69"
"188","144","69"
"185","144","74"
"191","98","13"
"191","98","13"
"191","98","13"
"191","98","13"
"242","105","13"
"242","105","13"
"242","105","13"
"242","105","13"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"57","87","199"
"165","192","41"
"165","192","41"
"165","192","41"
"165","192","41"
"165","192","41"
"165","192","41"
"165","192","41"
"165","192","41"
"165","192","41"
"165","192","41"
"155","237","28"
"145","237","28"
"145","237","28"
"236","30","74"
"236","30","74"
"246","29","74"
"236","30","74"
"236","30","74"
"233","29","74"
"85","215","240"
"85","215","240"
"85","215","240"
"79","215","240"
"79","215","240"
"85","215","240"
"79","215","240"
"85","215","240"
"85","215","240"
"85","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"85","215","240"
"85","215","240"
"79","215","240"
"79","215","240"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"153","245","217"
"195","62","203"
"195","62","203"
"77","185","240"
"77","185","240"
"77","185","240"
"77","185","240"
"77","185","240"
"77","185","240"
"195","62","203"
"195","62","203"
"226","126","29"
"226","126","29"
"226","126","29"
"226","126","29"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"82","215","240"
"79","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"79","215","240"
"82","215","240"
"82","215","240"
"82","215","240"
"79","215","240"
"79","215","240"
"82","207","240"
"82","207","240"
"77","102","240"
"77","102","240"
"77","102","240"
"82","102","240"
"82","102","240"
"82","102","240"
"77","102","240"
"77","102","240"
"82","102","240"
"82","102","240"
"102","188","224"
"102","188","224"
"102","188","224"
"118","188","224"
"118","188","224"
"97","235","224"
"118","188","224"
"115","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"130","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"115","184","224"
"115","184","224"
"130","184","224"
"115","184","224"
"130","184","224"
"130","184","224"
"145","228","8"
"145","228","8"
"160","228","8"
"145","228","8"
"145","228","8"
"97","235","224"
"118","188","224"
"135","228","41"
"135","228","41"
"239","228","102"
"239","228","102"
"142","165","41"
"142","165","41"
"249","165","102"
"249","165","102"
"249","165","102"
"249","165","102"
"249","165","102"
"249","165","102"
"142","165","102"
"244","245","102"
"244","245","102"
"244","165","102"
"244","165","102"
"244","245","102"
"244","165","102"
"130","165","87"
"145","228","8"
"145","228","8"
"160","228","8"
"145","228","8"
"132","228","41"
"132","228","41"
"239","228","102"
"239","228","102"
"132","165","41"
"132","165","41"
"239","165","102"
"239","165","102"
"239","165","102"
"239","165","102"
"239","165","102"
"239","165","102"
"244","165","102"
"244","165","102"
"244","245","102"
"244","165","102"
"244","245","102"
"120","165","87"
"74","70","240"
"82","70","240"
"82","70","240"
"82","70","240"
"74","70","240"
"74","70","240"
"82","70","240"
"82","70","240"
"112","22","181"
"112","22","181"
"112","22","181"
"112","22","181"
"181","22","206"
"181","22","206"
"181","22","206"
"181","22","206"
"181","22","206"
"120","140","181"
"120","140","181"
"120","140","181"
"120","140","181"
"188","140","206"
"188","140","206"
"188","140","206"
"85","215","240"
"85","215","240"
"85","215","240"
"77","185","240"
"77","185","240"
"85","215","240"
"77","185","240"
"85","215","240"
"85","215","240"
"85","215","240"
"77","185","240"
"77","185","240"
"77","185","240"
"85","215","240"
"85","215","240"
"77","185","240"
"85","215","240"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"112","140","181"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"181","140","206"
"77","185","240"
"77","185","240"
"77","185","240"
"77","185","240"
"77","185","240"
"77","185","240"
"112","22","181"
"112","22","181"
"112","22","181"
"112","22","181"
"112","22","181"
"181","22","206"
"181","22","206"
"181","22","206"
"181","22","206"
"181","22","206"
